ID,PC1,PC2
0,-8.616509004264117,-0.3293456783335541
1,-9.616819141367952,-0.4357167088868666
2,-9.331722198025966,-3.538747522904808
3,-9.757331888940882,-0.5212193303954896
4,-7.608936220736404,-3.5199490132708013
5,-7.46479130761307,7.439019499929382
6,-7.473196734640888,-3.4649538586298743
7,-8.90217161621867,-0.4353668262048101
8,-7.900487563274547,-0.4519413016506127
9,-8.615660546559187,-0.4857646462055786
10,-8.759340157974304,-0.4966751198423393
11,-8.615968814712268,-0.3140452099453535
12,-6.292064161431865,-3.614255585969359
13,-9.044336248598873,-0.408686390701969
14,-8.76173960781086,-3.3972147016675716
15,-8.044800869568519,-3.4876637332018516
16,-9.044000014771386,-0.3694242423579948
17,-9.188641891160591,-0.4160096958312818
18,-7.187235805628013,-0.3565531097781627
19,-9.329323444748445,-0.4571368175889213
20,-7.186499148943638,-0.4746711307982098
21,-9.471292991032517,1.5309070226828445
22,-9.04469517743876,-0.5168547818190136
23,-9.472970613336376,-0.4379656779894406
24,-8.612533706652739,-0.4564411425200764
25,-9.759450852367632,-0.4391261400862457
26,-9.18413563923326,-0.5242601207658995
27,-9.759732956225823,-0.4224537058829682
28,-9.18271614104273,-3.513373419530698
29,-7.76132678373654,-0.4049648090311568
30,-8.331032266523684,-1.4476881820296934
31,-9.185722240952238,-3.5361162167048317
32,-6.611948592930025,-0.5031948124603001
33,-9.044550576524406,-0.4673689834528279
34,-9.185082126751617,-0.4285104765400508
35,-9.045677252493842,-3.4437105099513463
36,-9.330973064437211,-3.4030814110227063
37,-9.610550826905484,-0.4449602743919029
38,-8.615504115694314,-0.4910454775605874
39,-8.75603190761399,0.6310685854921831
40,-7.61396005745478,-0.4252690406772613
41,-9.045730843655525,-0.3919498559518675
42,-9.759442837799334,-3.3851939446913955
43,-9.617451540061444,-3.5086944808630367
44,-8.617772872817586,-0.462861208412487
45,-9.758839677696884,-0.3888846294060999
46,-9.328870611220996,0.6619871537320636
47,-9.898736225184644,-0.4373673615680655
48,-7.75730362427338,-0.5178077350754936
49,-9.042167501904004,-0.5078903736187286
50,-8.329636764230862,-0.3981134310241003
51,-9.47359693482597,-0.2819270958344479
52,-6.762051386878481,-3.404510372337816
53,-9.75444896240217,-0.4152723483307549
54,-8.463444474218639,9.6501784754993
55,-9.331114142281416,-0.4471644597617623
56,-9.614784545611991,-0.4392053654434916
57,-8.9025162782848,-0.4129468958940304
58,-8.04060667322698,-3.491812609988429
59,-9.041584132009506,-0.4600692563613195
61,-8.896810809629857,-0.2897235714688022
62,-9.61583080815154,1.5979974453303725
63,-9.043420741192444,-0.4263934013121253
64,-9.615400890727145,-2.493989470517092
65,-9.902451064356551,-0.4332134965545005
66,-9.044649030382027,-0.4001191547717342
67,-6.616834851493597,-3.500513081005548
68,-9.041023078730252,3.620409428387136
69,-10.041948407973326,-0.4004071393632874
70,-8.616672548665786,-0.3883713289701469
71,-9.899275714742371,-3.525107005894205
72,-8.472813567267853,-0.4219666003120918
73,-8.901645512642954,-0.4605131560251524
74,-8.757361238465652,-0.3934653926383596
75,-7.612596661827386,4.478789344497361
76,-8.040129417103044,-3.5305113239774513
77,-9.469749235128182,4.519132535108047
78,-8.61659542894471,-0.4664589403044613
79,-8.186967656954542,-0.4621151758927341
80,-9.033026843893731,-0.4296223934531706
81,-8.470146886688978,-0.415479688573643
82,-8.90060096691648,-0.4681326709598108
