ID,PC1,PC2
0,-9.032718568958094,11.830255061901555
1,-8.036862495377356,-0.1424700623498451
2,-7.746562868029503,-0.2442327387970902
3,-9.03754711305229,-0.2334906241860002
4,-8.751107339392844,-3.3194059147085184
5,-9.175682549074956,-0.3419181423441412
6,-6.60947456340807,-0.21932042157281
7,-7.023248780465177,-3.296971729207397
8,-8.457186963306413,-0.2837929870327794
9,-8.89416529820311,-0.3065777461178668
10,-8.74302784232278,-0.3254596690829585
11,-6.883953360590233,7.671712704970087
12,-6.8927261947700496,-3.244582826023393
13,-7.8946907978279475,-0.2653842345643633
14,-8.32189881870331,-0.2598235749406746
15,-7.318990005997985,-0.242862743818645
16,-8.035640990421937,-0.2863212842307628
17,-8.18037197091494,-0.2796118147755175
18,-8.173042021821564,-3.3042500049583667
19,-8.03700107541938,-0.2736388730863194
20,-7.893263617170595,-0.2701868968834228
21,-8.03625654753712,-0.127425662689647
22,-5.6863008826020485,-3.3400113714258564
23,-8.464018693306333,-0.2187105052733163
24,-8.031029449249129,-0.320960259257093
25,-8.181776734482554,-3.1969492183322017
26,-8.179487569530176,-3.266412648237446
27,-7.463698876805686,-3.275764444597398
28,-9.035649206298752,-0.21170479678693
29,-8.46325013867359,-0.1897849288456445
30,-8.609846516005286,-0.2118395762373084
31,-6.752119777129627,-0.2231209140792703
32,-8.59379910418549,-0.3093117911172444
33,-6.606136122813839,-0.1586498099940613
34,-8.74930957690272,-0.2805789478238605
35,-6.606120343608542,-0.2736915610594428
36,-8.89134088200153,1.743073311821745
37,-8.317303594129557,-0.3033771587688612
38,-7.174252731642563,-0.2497951178953977
39,-7.5996533507222,-0.2758140957075436
40,-8.46403981784885,-0.3182443323788793
41,-6.454923253369904,-0.313511678904357
42,-8.894908987947227,-0.2180387372310518
43,-8.892932829485058,-0.2276897590895032
44,-8.45918390578049,-3.3031884661043276
45,-8.029623653040014,-0.2671114813006304
46,-9.324020979679416,-0.2231854071337382
47,-9.179838329129073,-0.2459426701771706
48,-8.601865402955708,-0.3144922221161358
49,-8.743526742136275,-0.2910382533772337
50,-9.180136605652246,-0.2378448916131671
51,-8.890695406062555,0.707379930403277
52,-8.59761799365407,-3.289836415013921
53,-7.182548197320137,-0.2050035184274464
54,-8.463523558727742,4.742993251222782
55,-7.750990988975885,-1.2419469606786466
56,-7.895344779950561,-0.2358676803052826
57,-8.46474477847507,-0.3102121960341396
58,-8.894198600121154,-0.2628577049505158
59,-8.036743880006906,-0.2448188593155294
60,-8.602977913280744,-3.3307462641588614
61,-6.029271958689138,-0.2762314636071143
62,-8.036650804447891,-0.2500687019308726
63,-8.465228059976958,-0.2545403400964617
64,-8.603599203552669,-0.2386152765678792
65,-8.464887846886578,-3.2735390048851176
66,-8.17417704780218,-0.2862235809421461
67,-9.17878042701133,-0.1993157936732124
68,-8.748189536848065,-3.297427217680682
69,-8.749945003778059,-3.2167734305356688
70,-9.027216175189269,-0.2428680359541833
71,-9.03152507360792,-0.2717174200250498
72,-6.60558276117884,-0.2823686079255417
73,-6.171069638989884,-0.3037558671541565
74,-7.892325485538148,5.724927446137701
75,-8.179824775959682,-3.2961838030514103
76,-8.743546191351607,-0.2629452829204869
77,-8.03554024447258,-0.2803380024643999
78,-8.174772000092483,0.8190084692354824
79,-7.032426651888213,-0.2129714727371835
80,-8.466827459751558,-0.2035800811300028
81,-6.751712876423834,-0.2567830272976798
82,-9.17784356407168,-3.206715278958211
83,-9.036357351819724,-3.3103291099555503
84,-9.178978281592306,-0.2193242820375476
85,-4.462454052632249,-0.2303023398678698
86,-8.178137029547848,-0.2667515166589724
87,-8.89004219419212,-5.3292343205170845
88,-8.039203101920812,-0.2461901598674817
89,-9.17959323146544,-0.215504013896377
90,-8.748304269578904,0.804861977002531
91,-9.036018568197472,-0.2542428878395941
92,-9.317218710726738,-0.237006453965234
93,-7.17633882008621,-0.3223327160167183
94,-7.745952924531676,-0.3152746058352294
95,-8.460851682723321,-0.3011224844487762
96,-8.324199582530435,-0.2118739633892059
97,-7.74975641310274,-0.2185810931136994
98,-8.894398469342324,-0.125017729616123
99,-6.182854602500618,-3.2039964231073492
100,-9.172140298813224,-0.218371127274306
101,-7.881859860794477,9.8689666934395
102,-8.036735937217744,-3.261245442549465
103,-8.751397156718658,-0.2481636204506462
104,-9.033690196660793,-0.2594563360193004
105,-8.323484033003874,-0.2191725379330629
106,-8.034916490433964,-0.3062528399413352
107,-7.4564018599741315,-3.292524775125695
108,-8.459517683974646,-0.2633753905943591
110,-9.466286229532926,-0.2169347307868162
111,-8.314154306547227,-0.1070639583947572
112,-9.035906402839684,1.7721981950980783
113,-8.03693094758172,-0.2827198279894963
